"id","doc","unitSeq","Speaker","TurnSeq","IUSeq","Utterance","docTokenSeqFirst","docTokenSeqLast"
"230B5BB59EDF5","NCCU-TM025-CN-FM_Ryan",220,"M:","90","207","(...) 那 是 真的 很 晚 了 ne .",1353,1361
"23397952935D9","NCCU-TM025-CN-FM_Ryan",221,"M:","90","208","(...) 啊 我 可以 用 的 我 也 都 用 了 .",1362,1373
"2777D553DFBE2","NCCU-TM025-CN-FM_Ryan",222,"F:","91","209","(...) 你 沒 用 什麼 啊 ,",1374,1380
"360FB24748C89","NCCU-TM025-CN-FM_Ryan",223,"F:","91","209","你 用 什麼 .",1381,1384
"2E0E3819E409E","NCCU-TM025-CN-FM_Ryan",224,"F:","91","210","(.) 每次 [都 說 什麼] .",1385,1390
"10D31DACBD41F","NCCU-TM025-CN-FM_Ryan",225,"M:","92","211","[有 啊] .",1391,1393
"C5F071691F8C","NCCU-TM025-CN-FM_Ryan",226,"F:","93","212","(.) 然後 回到 家還 會 highlight 我 就是 什麼 ,",1394,1403
"1F853DC4CA81C","NCCU-TM025-CN-FM_Ryan",227,"F:","93","213","(...) ei .",1404,1406
"1ED2F78B0CC02","NCCU-TM025-CN-FM_Ryan",228,"F:","93","213","你 怎麼 沒帶 玩具 .",1407,1411
"31532EF8BFAC1","NCCU-TM025-CN-FM_Ryan",229,"F:","93","214","(...) 應該 要 帶 個 玩具 回來 給 她 玩 .",1412,1422
"365B4F699A754","NCCU-TM025-CN-FM_Ryan",230,"F:","93","215","(...) 講 那 什麼 屁話 .",1423,1428
"C3F4EB32D27E","NCCU-TM025-CN-FM_Ryan",231,"M:","94","216","(...) mhm .",1429,1431
"274419913EA35","NCCU-TM025-CN-FM_Ryan",232,"F:","95","217","(...) 自己 不 會 收 喔 .",1432,1438
"7892E0897224","NCCU-TM025-CN-FM_Ryan",233,"M:","96","218","(...) 下次 要 帶 一下 .",1439,1444
"1707A1932E92B","NCCU-TM025-CN-FM_Ryan",234,"F:","97","219","(...) 最好 不要 回去 住 .",1445,1450
"11C50C47B5853","NCCU-TM025-CN-FM_Ryan",235,"F:","97","220","(...) 你 答應 我 的 喔 .",1451,1457
"8B16109B9EE8","NCCU-TM025-CN-FM_Ryan",236,"F:","97","221","(...) 還 説 .",1458,1461
"270B3718B6B5","NCCU-TM025-CN-FM_Ryan",237,"F:","97","222","(...) 怎麼樣 這次 老闆 跟 你 剪 這 個 頭髮 你 還 滿意 嗎 .",1462,1476
"EB1884059130","NCCU-TM025-CN-FM_Ryan",238,"M:","98","223","(...) 還 不錯 啊 .",1477,1481
"2F67443644BF","NCCU-TM025-CN-FM_Ryan",239,"F:","99","224","(...) @=",1482,1483
"2A213451DA9F9","NCCU-TM025-CN-FM_Ryan",240,"M:","100","225","(...) 可是 老闆 有 點 龜毛 .",1484,1490
"2629925F0C4EE","NCCU-TM025-CN-FM_Ryan",241,"M:","100","226","(...) 這樣 --",1491,1493
"38D58AB2C2880","NCCU-TM025-CN-FM_Ryan",242,"M:","101","227","(...) 這樣 --",1494,1496
"1FE0CEC699269","NCCU-TM025-CN-FM_Ryan",243,"F:","102","228","(.) 一 根 一 根 拔 起來 剪 .",1497,1505
"2ED8CBEAB4B92","NCCU-TM025-CN-FM_Ryan",244,"F:","102","229","(.) 拿 起來 剪 .",1506,1510
"178BD804B6C6","NCCU-TM025-CN-FM_Ryan",245,"M:","103","230","(...) 真的 是 一 根 一 根 剪 .",1511,1519
"2227E802293B4","NCCU-TM025-CN-FM_Ryan",246,"F:","104","231","(.) 對 啊 .",1520,1523
"14012212978FB","NCCU-TM025-CN-FM_Ryan",247,"F:","104","232","(...) 然後 要不 就 在 那 邊幫 你 吹 那 個 領子 .",1524,1536
"744CD8EAE5FF","NCCU-TM025-CN-FM_Ryan",248,"M:","105","233","(.) [@=]",1537,1538
"178F80AFC2E3C","NCCU-TM025-CN-FM_Ryan",249,"F:","106","234","[然後] [2吹 了 半天2] .",1539,1543
"1A5CA4322A417","NCCU-TM025-CN-FM_Ryan",250,"M:","107","235","[2@@2]",1544,1544
"2346814E94F3B","NCCU-TM025-CN-FM_Ryan",251,"M:","107","236","(.) 然後 你 爸 揹著 Mi寶 [3在 外面 已經3] ,",1545,1554
"25704A0C62246","NCCU-TM025-CN-FM_Ryan",252,"F:","108","237","[3對3] .",1555,1556
"1D6E55051F4FD","NCCU-TM025-CN-FM_Ryan",253,"F:","108","238","(...) 人家 他 還 不慌不忙 的 .",1557,1563
"3280E8BF5A596","NCCU-TM025-CN-FM_Ryan",254,"M:","109","243","(.) 已經 很 [3抓狂3] .",1564,1568
"DF16DD4EFAD6","NCCU-TM025-CN-FM_Ryan",255,"F:","108","238","慢慢 這樣 ,",1569,1571
"25D81FB47C5EA","NCCU-TM025-CN-FM_Ryan",256,"F:","108","239","(...) 慢慢 吹 ,",1572,1575
"BBCEF2732474","NCCU-TM025-CN-FM_Ryan",257,"F:","108","240","(.) 慢慢 吹 .",1576,1579
"2B1FD15547170","NCCU-TM025-CN-FM_Ryan",258,"F:","108","241","(.) 你 應該 跟 他 講說 ,",1580,1586
"4DCDDAD67ED3","NCCU-TM025-CN-FM_Ryan",259,"F:","108","242","(.) 不用 吹 了 不用 吹 了 .",1587,1594
"242DFD15BE1C","NCCU-TM025-CN-FM_Ryan",260,"M:","110","244","[我 很 想] 講 .",1595,1599
"2673D6E6195A8","NCCU-TM025-CN-FM_Ryan",261,"M:","110","247","(...) 可是 那 領子 真的 很 濕 .",1600,1607
"356973E318A12","NCCU-TM025-CN-FM_Ryan",262,"F:","111","248","(...) 是 洗頭 時候 用濕 的 [2 <L3 hiou L3> 2] .",1608,1619
"1F11D5A3A18E9","NCCU-TM025-CN-FM_Ryan",263,"M:","112","249","[2嘿2] 真的 很 濕 .",1620,1624
"20368504D4508","NCCU-TM025-CN-FM_Ryan",264,"F:","113","250","(.) hun ,",1625,1627
"6ABA866F3942","NCCU-TM025-CN-FM_Ryan",265,"F:","113","250","那 那 個 (.) 小弟 很 不 會 洗 喔 .",1628,1638
"24D84BFEE28BB","NCCU-TM025-CN-FM_Ryan",266,"M:","114","252","(.) 對 啊 .",1639,1642
"1420B1F9013C5","NCCU-TM025-CN-FM_Ryan",267,"M:","114","253","(.) 沒有 --",1643,1645
"2C640B55E8AF5","NCCU-TM025-CN-FM_Ryan",268,"M:","114","254","(.) 可 --",1646,1648
"142E6B9C5AF6E","NCCU-TM025-CN-FM_Ryan",269,"M:","114","255","(.) 我 --",1649,1651
"26EE1265C4D5D","NCCU-TM025-CN-FM_Ryan",270,"M:","114","256","(.) 不 曉得 是 什麼 時候 弄濕 的 .",1652,1660
"1E7A248A2AD2A","NCCU-TM025-CN-FM_Ryan",271,"M:","114","257","(...) 因為 他 都 會 一直 東 --",1661,1668
"1AE855BBC8D06","NCCU-TM025-CN-FM_Ryan",272,"M:","114","258","(.) 有 東西 電 直 它 .",1669,1675
"1AC2B424EE65F","NCCU-TM025-CN-FM_Ryan",273,"F:","115","259","(...) 喔= .",1676,1678
"1261795627ED1","NCCU-TM025-CN-FM_Ryan",274,"M:","116","260","(...) 對 啊 .",1679,1682
"344148EAB7D21","NCCU-TM025-CN-FM_Ryan",275,"M:","116","261","(...) 不過 去 給 人家 洗頭 真的 很 舒服 耶 .",1683,1693
"2D9F65C2AFD2","NCCU-TM025-CN-FM_Ryan",276,"F:","119","262","(.) 應該 説 .",1694,1697
"15D2779915D0E","NCCU-TM025-CN-FM_Ryan",277,"F:","117","245","(...) 你 還說 [我 給 他 按 得] ,",1698,1706
"1055DF97E173F","NCCU-TM025-CN-FM_Ryan",278,"M:","118","246","[真的 會 洗 到 睡著] .",1707,1712
"6D166EFB4A84","NCCU-TM025-CN-FM_Ryan",279,"F:","119","263","(.) 按 了 兩天 之後 ,",1713,1718
"10B671020BCF9","NCCU-TM025-CN-FM_Ryan",280,"F:","119","263","到 現在 還 在 頭痛 .",1719,1724
"7F2101EC92FF","NCCU-TM025-CN-FM_Ryan",281,"M:","120","264","(...) @@",1725,1726
"4F728EE24FEF","NCCU-TM025-CN-FM_Ryan",282,"F:","121","265","(.) 你 知道 那 個 ,",1727,1732
"1D4432BE677DA","NCCU-TM025-CN-FM_Ryan",283,"F:","121","266","(...) 他 跟 我 掐 得 多 大力 嗎 ?",1733,1742
"2E3ACEE0035AC","NCCU-TM025-CN-FM_Ryan",284,"M:","122","267","(...) <L3 hiou L3> .",1743,1747
"2BD9C3F627B45","NCCU-TM025-CN-FM_Ryan",285,"M:","122","268","(.) 啊 (.) 你 怎麼 沒有 叫 出來 .",1748,1756
"92881B2E9714","NCCU-TM025-CN-FM_Ryan",286,"F:","123","270","(...) 我 就 he= ,",1757,1761
"3432FBC65629C","NCCU-TM025-CN-FM_Ryan",287,"F:","123","270","他 整個 從 後面 這樣子 .",1762,1767
"27D15FCC85623","NCCU-TM025-CN-FM_Ryan",288,"F:","123","271","(...) 這樣 ,",1768,1770
"176190DD55160","NCCU-TM025-CN-FM_Ryan",289,"F:","123","271","er =這樣子 .",1771,1773
"2D475AA968994","NCCU-TM025-CN-FM_Ryan",290,"F:","123","272","(...) 然後 這樣 jiang jiang ,",1774,1779
"28EEF98A2FA85","NCCU-TM025-CN-FM_Ryan",291,"F:","123","273","(...) 然後 又 壓 這邊 .",1780,1785
"2BBFF075A06CA","NCCU-TM025-CN-FM_Ryan",292,"M:","124","274","(.) 這樣 ,",1786,1788
"1C32CF7D602F","NCCU-TM025-CN-FM_Ryan",293,"M:","124","275","(.) [應該 蠻 舒服 的] .",1789,1794
"1C30F2DE02E7C","NCCU-TM025-CN-FM_Ryan",294,"F:","125","276","[然後 我 都 覺得] ,",1795,1799
"89ED773C57AD","NCCU-TM025-CN-FM_Ryan",295,"F:","125","277","(.) 我 好 想 跳 起來 掐 住 他 [2@=2] .",1800,1810
"28D60E156E966","NCCU-TM025-CN-FM_Ryan",296,"M:","126","278","[2@@@2]",1811,1811
"1C27A0DBD7451","NCCU-TM025-CN-FM_Ryan",297,"F:","127","279","(.) @@ 真的 很 痛 耶 .",1812,1818
"176255E4CF0E1","NCCU-TM025-CN-FM_Ryan",298,"M:","128","280","(.) 唉 .",1819,1821
"B1C05C8FB00F","NCCU-TM025-CN-FM_Ryan",299,"F:","129","281","(...) 沒有 舒服 的 感覺 .",1822,1827
"12CDCAC6161D2","NCCU-TM025-CN-FM_Ryan",300,"F:","129","282","(...) 我 覺得 他 那 個 是 不是 不 太 會 抓 啊 .",1828,1841
"E701F9D7C048","NCCU-TM025-CN-FM_Ryan",301,"F:","129","283","(...) 然後 只 知道 用 蠻力 .",1842,1848
"143837D153206","NCCU-TM025-CN-FM_Ryan",302,"M:","130","284","(...) 喔 .",1849,1851
"3FD31B30F3DB","NCCU-TM025-CN-FM_Ryan",303,"F:","131","285","(...) 對 啊 .",1852,1855
"20B6BBC8BB368","NCCU-TM025-CN-FM_Ryan",304,"M:","132","286","(...) mhm .",1856,1858
"1F7C77F3BAD56","NCCU-TM025-CN-FM_Ryan",305,"F:","133","287","(...) 就 很 笨 啊 .",1859,1864
"6FF20A2E57C7","NCCU-TM025-CN-FM_Ryan",306,"M:","134","288","(...) @",1865,1866
"1889D6EDAD15C","NCCU-TM025-CN-FM_Ryan",307,"F:","135","289","(...) 痛 死 我 了 .",1867,1872
"17CCCC293BFD","NCCU-TM025-CN-FM_Ryan",308,"M:","136","290","(...) 那 你 弟弟 應該 也 都 不 到 二十 歲 吧 .",1873,1885
"5D125F045CFE","NCCU-TM025-CN-FM_Ryan",309,"F:","137","291","(...) 不到 啊 .",1886,1889
"15CB025F9E188","NCCU-TM025-CN-FM_Ryan",310,"F:","137","292","(...) [那] ,",1890,1892
"F529E70AC817","NCCU-TM025-CN-FM_Ryan",311,"M:","138","293","[年紀] [2都 很 輕2] .",1893,1897
"35F3257187C6E","NCCU-TM025-CN-FM_Ryan",312,"F:","139","294","[2年紀 都 很 輕2] .",1898,1902
"12C2CC533E0F3","NCCU-TM025-CN-FM_Ryan",313,"M:","140","295","(...) 那 他們 是 有 請 一 個 設計師 這樣子 .",1903,1913
"26CFBFFD5E3F2","NCCU-TM025-CN-FM_Ryan",314,"F:","141","296","(...) 對 .",1914,1916
"175D42414B585","NCCU-TM025-CN-FM_Ryan",315,"F:","141","297","(...) 那 個 nu --",1917,1921
"3089C38867E5D","NCCU-TM025-CN-FM_Ryan",316,"F:","141","298","(.) 另外 [那 個 女] ,",1922,1927
"28651C65CD4CD","NCCU-TM025-CN-FM_Ryan",317,"M:","142","299","[另外 那 也 是 設計師] .",1928,1933
"B50970702CE6","NCCU-TM025-CN-FM_Ryan",318,"F:","143","300","(.) mhm .",1934,1936
"34D242E93E151","NCCU-TM025-CN-FM_Ryan",319,"F:","143","301","(...) 本來 有 兩個 後來 走 了 一 個 啊 .",1937,1947
"19599058C934A","NCCU-TM025-CN-FM_Ryan",320,"M:","144","302","(...) 喔= .",1948,1950
"2B0AAE8DD4F95","NCCU-TM025-CN-FM_Ryan",321,"F:","145","303","(...) 他們 現在 人手 也 不是 很 夠 .",1951,1959
"3829632B6011E","NCCU-TM025-CN-FM_Ryan",322,"M:","146","304","(...) 可是 生意 好像 沒有 特別 好 .",1960,1967
"1B1EAB8B7CF9","NCCU-TM025-CN-FM_Ryan",323,"F:","147","305","(...) 不會 耶 .",1968,1971
"1A4F7A0121F39","NCCU-TM025-CN-FM_Ryan",324,"F:","147","306","(...) 就是 因為 我們 去 的 那 個 時間 是 因為 吃飯 時間 .",1972,1985
"F36FE81B4F83","NCCU-TM025-CN-FM_Ryan",325,"M:","148","307","(...) <L3 hiou L3> .",1986,1990
"1EEFC5C25C015","NCCU-TM025-CN-FM_Ryan",326,"F:","149","308","(...) um .",1991,1993
"1FE2A64EC58F8","NCCU-TM025-CN-FM_Ryan",327,"F:","149","309","(...) 要不然 有 時候 都 要 等 .",1994,2001
"2ED079C2AFEB8","NCCU-TM025-CN-FM_Ryan",328,"M:","150","310","喔 .",2002,2003
"2BE1A75B8E14","NCCU-TM025-CN-FM_Ryan",329,"F:","151","311","(.) 而且 現在 競爭 那麼 激烈 ,",2004,2010
"EB28DB507002","NCCU-TM025-CN-FM_Ryan",330,"F:","151","311","你 看 ,",2011,2013
"2693A6F828EC4","NCCU-TM025-CN-FM_Ryan",331,"M:","152","312","(.) mhm= .",2014,2016
"BDB722401119","NCCU-TM025-CN-FM_Ryan",332,"F:","153","313","(.) 一百 公尺 以 內 有 幾間 .",2017,2024
"EDF6069D4F51","NCCU-TM025-CN-FM_Ryan",333,"M:","154","314","(.) 對 啊 .",2025,2028
"13E2D373F5DEE","NCCU-TM025-CN-FM_Ryan",334,"F:","155","315","(...) 從 ,",2029,2031
"1E6D7A546187C","NCCU-TM025-CN-FM_Ryan",335,"F:","155","316","(...) 這 一 頭 到 那 一 頭 ,",2032,2040
"7B2F2342B8DB","NCCU-TM025-CN-FM_Ryan",336,"M:","156","317","(...) mhm=",2041,2042
"17174B321E8CF","NCCU-TM025-CN-FM_Ryan",337,"F:","157","318","(.) 到 那 個= 以前 臭臉 --",2043,2049
"31A3D3A66310C","NCCU-TM025-CN-FM_Ryan",338,"F:","157","319","(.) 那 個 ,",2050,2053
"B4203BE77EAF","NCCU-TM025-CN-FM_Ryan",339,"F:","157","320","(.) 老周 那裡 .",2054,2057
"13BF6011DDD1D","NCCU-TM025-CN-FM_Ryan",340,"M:","158","321","(.) mhm= ,",2058,2060
"1581A37076796","NCCU-TM025-CN-FM_Ryan",341,"F:","159","322","(...) 我 知道 就 五 間 了 .",2061,2068
"22BC4417033DE","NCCU-TM025-CN-FM_Ryan",342,"M:","160","323","(...) mhm .",2069,2071
"D5E1A707DFDD","NCCU-TM025-CN-FM_Ryan",343,"F:","161","324","(...) 我 數 得 出來 就 五間 了 喔 .",2072,2081
"11ACC556B2109","NCCU-TM025-CN-FM_Ryan",344,"M:","162","325","(.) 很多 間 .",2082,2085
"6AD04DDDBA7C","NCCU-TM025-CN-FM_Ryan",345,"F:","163","326","(.) 對 啊 .",2086,2089
"946016A91B3A","NCCU-TM025-CN-FM_Ryan",346,"F:","163","327","(...) 才 短短 一百 公尺 以內 耶 .",2090,2097
"2A26E0C4615B8","NCCU-TM025-CN-FM_Ryan",347,"M:","164","328","(...) 那 你們 最後 怎麼 都 習慣 在 東京 .",2098,2107
"260E4FCCD321E","NCCU-TM025-CN-FM_Ryan",348,"F:","165","329","(...) 不 知道 啊 .",2108,2112
"1EFEE9437A240","NCCU-TM025-CN-FM_Ryan",349,"M:","166","330","(...) 喔 .",2113,2115
"29A1BD1FFF7EB","NCCU-TM025-CN-FM_Ryan",350,"F:","167","331","(...) 因為 近 吧 .",2116,2120
"1F07EF8E24D5E","NCCU-TM025-CN-FM_Ryan",351,"F:","167","332","(.) 然後 又 方便 那樣 .",2121,2126
"1E78D7DEABEE7","NCCU-TM025-CN-FM_Ryan",352,"M:","168","333","(.) 他 又 用 得 不錯 .",2127,2133
"1937B28B7B384","NCCU-TM025-CN-FM_Ryan",353,"F:","169","334","(...) 我 覺得 他 算 用 得 不錯 .",2134,2142
"ABC41264D937","NCCU-TM025-CN-FM_Ryan",354,"M:","170","335","(...) hm .",2143,2145
"1CA271123D3B5","NCCU-TM025-CN-FM_Ryan",355,"F:","171","336","(...) 唉 .",2146,2148
"2C45E6C70FCAB","NCCU-TM025-CN-FM_Ryan",356,"F:","171","337","(...) 唉 .",2149,2151
"A500D02B59BB","NCCU-TM025-CN-FM_Ryan",357,"F:","171","337","之後 天氣 越 來 越 熱 .",2152,2158
"2DFA5FB6EEBD9","NCCU-TM025-CN-FM_Ryan",358,"F:","171","338","(.) 我 看 午休 還 是 都 待 在 公司 睡覺 好 了 .",2159,2172
"29C76378C8249","NCCU-TM025-CN-FM_Ryan",359,"M:","172","339","(.) mhm .",2173,2175
"A729393EACE9","NCCU-TM025-CN-FM_Ryan",360,"F:","173","340","(...) 沒事 不要 亂跑 出來 那 [個] ,",2176,2183
"1C17C1E90D5F3","NCCU-TM025-CN-FM_Ryan",361,"M:","174","341","[mhm] .",2184,2185
"1D6378FAD5526","NCCU-TM025-CN-FM_Ryan",362,"F:","175","342","(...) 唉 .",2186,2188
"24065477FCE2C","NCCU-TM025-CN-FM_Ryan",363,"F:","175","342","車 趕快 給 我 開 啦 .",2189,2195
"248E27674C74D","NCCU-TM025-CN-FM_Ryan",364,"M:","176","343","(...) 等下 給 妳 開 .",2196,2201
"347E0473D4557","NCCU-TM025-CN-FM_Ryan",365,"F:","177","344","(...) 你 為什麼 要 挑 我 愛 睏 [的 時候 才 給 我 開] .",2202,2216
"2D9A4EF8CF26E","NCCU-TM025-CN-FM_Ryan",366,"M:","178","345","[@=]",2217,2217
"22DE3E7865BD1","NCCU-TM025-CN-FM_Ryan",367,"F:","179","346","(...) 我 可以 拒絕 嗎 .",2218,2223
"2C5B4FB949A4B","NCCU-TM025-CN-FM_Ryan",368,"M:","180","347","(.) 讓 你 練習 一下 啊 .",2224,2230
"BD96DBF47666","NCCU-TM025-CN-FM_Ryan",369,"F:","181","348","(.) ho= 我 愛睏 了 啦 @= .",2231,2238
"1292E156479B5","NCCU-TM025-CN-FM_Ryan",370,"M:","182","349","(.) 我 也 有 點 愛睏 .",2239,2245
"2FE9C79EDDA28","NCCU-TM025-CN-FM_Ryan",371,"F:","183","350","(.) @ 我 開 你 睡 得 著 喔 .",2246,2255
"37754B78BF404","NCCU-TM025-CN-FM_Ryan",372,"M:","184","351","(...) 也許 可以 .",2256,2259
"1534221C5D310","NCCU-TM025-CN-FM_Ryan",373,"F:","185","352","(.) 不要 鬧 了 .",2260,2264
"1B16AD9E85085","NCCU-TM025-CN-FM_Ryan",374,"F:","185","353","(.) 不要 [2開 玩笑2] .",2265,2269
"1E09BE755DA13","NCCU-TM025-CN-FM_Ryan",375,"M:","186","354","[2對 啊2] .",2270,2272
"273DD5533A418","NCCU-TM025-CN-FM_Ryan",376,"F:","187","355","(...) mhm .",2273,2275
"B33831E650D0","NCCU-TM025-CN-FM_Ryan",377,"F:","187","356","(.) 給 你 喝 .",2276,2280
"251A6DD726280","NCCU-TM025-CN-FM_Ryan",378,"F:","187","357","(...) 快要 喝 完 了 耶 .",2281,2287
"D0AC8F8A0C82","NCCU-TM025-CN-FM_Ryan",379,"F:","187","358","(.) 這 杯 .",2288,2291
"B5E97F3E8937","NCCU-TM025-CN-FM_Ryan",380,"F:","187","359","(...) 那 麼 大 杯 .",2292,2297
"23BFBFC4FD459","NCCU-TM025-CN-FM_Ryan",381,"F:","188","360","(...) 覺得 今天 晚上 那 個 日本 料理 真的 好好 吃 喔 .",2298,2310
"144D9884EFBF5","NCCU-TM025-CN-FM_Ryan",382,"M:","189","361","(.) mhm .",2311,2313
"C4F77FE2D5E3","NCCU-TM025-CN-FM_Ryan",383,"F:","190","362","(.) 我 現在 越來越 喜歡 吃 日本 料理 .",2314,2322
"188EB2A1ACD98","NCCU-TM025-CN-FM_Ryan",384,"F:","190","363","(...) 有的 東西 它 就 比較 [油膩] .",2323,2330
"120A907F2FDAF","NCCU-TM025-CN-FM_Ryan",385,"M:","191","364","[對 啊] .",2331,2333
"22452A89922F9","NCCU-TM025-CN-FM_Ryan",386,"F:","190","365","(.) 然後 比較 ,",2334,2337
"284F4F8BE22A9","NCCU-TM025-CN-FM_Ryan",387,"F:","190","365","比較 不 會 加工 那 麼 多 .",2338,2345
"13E1554A501D4","NCCU-TM025-CN-FM_Ryan",388,"F:","192","366","(...) 對 啊 .",2346,2349
"EAE746E59447","NCCU-TM025-CN-FM_Ryan",389,"M:","193","367","(.) 然後 那 炭烤 其實 也 ,",2350,2356
"CB55C85CE199","NCCU-TM025-CN-FM_Ryan",390,"M:","193","368","(...) 不 會 說 ,",2357,2361
"EB4BC1FDE860","NCCU-TM025-CN-FM_Ryan",391,"M:","193","369","(...) 看起來 很 不 健康 那樣 .",2362,2368
"140C882736462","NCCU-TM025-CN-FM_Ryan",392,"F:","194","370","(...) 不 會 [耶] .",2369,2373
"9A54B4C50026","NCCU-TM025-CN-FM_Ryan",393,"M:","195","371","[嘿 啊 .",2374,2376
"18272C5E21BE","NCCU-TM025-CN-FM_Ryan",394,"M:","195","372","(.) 都] [2還 好2] .",2377,2381
"31CF986E89B8E","NCCU-TM025-CN-FM_Ryan",395,"F:","196","373","[2就 也 不 會 說2] [3油 用3] .",2382,2389
"1483213ED449C","NCCU-TM025-CN-FM_Ryan",396,"M:","197","374","[3還 OK3] ,",2390,2392
"8F08A2DC5880","NCCU-TM025-CN-FM_Ryan",397,"F:","198","375","(.) 而且 我 覺得 它 價錢 沒有 特別 貴 ,",2393,2402
"1C922CE3AA3B5","NCCU-TM025-CN-FM_Ryan",398,"F:","198","375","但是 至少 擺盤 什麼 的 都 看起[來] 乾乾淨淨 的 .",2403,2412
"2064AC87360F1","NCCU-TM025-CN-FM_Ryan",399,"M:","199","376","[mhm] .",2413,2414
"B42B05A90B47","NCCU-TM025-CN-FM_Ryan",400,"F:","200","377","(...) ho .",2415,2417
"12C8ACC7912D2","NCCU-TM025-CN-FM_Ryan",401,"F:","200","378","(.) 你 媽 用 的 菜 都 很 油 <L3 hon L3> .",2418,2430
"278A8537B6B06","NCCU-TM025-CN-FM_Ryan",402,"F:","200","379","(.) 你 有 沒有 發現 .",2431,2436
"3193EFD7F36F2","NCCU-TM025-CN-FM_Ryan",403,"M:","201","380","(...) mhm .",2437,2439
"20B024605D4DD","NCCU-TM025-CN-FM_Ryan",404,"F:","202","381","(...) 雞腿 用 煎 的 .",2440,2445
"3432DB17E6537","NCCU-TM025-CN-FM_Ryan",405,"F:","202","382","(.) si= @ .",2446,2449
"E30953754021","NCCU-TM025-CN-FM_Ryan",406,"M:","203","383","(.) @@@",2450,2451
"1FC71D248E4A8","NCCU-TM025-CN-FM_Ryan",407,"F:","204","384","(.) 然後 浮 一 層 油 .",2452,2458
"B9BCCB6F825B","NCCU-TM025-CN-FM_Ryan",408,"M:","205","385","(...) 對 啊 .",2459,2462
"219A5CE03CA84","NCCU-TM025-CN-FM_Ryan",409,"F:","206","386","(.) 她 都 滷過 再 煎 .",2463,2469
"3168A06914FC8","NCCU-TM025-CN-FM_Ryan",410,"F:","206","386","然後 再 那 個 ,",2470,2474
"1CAFDD4CFD047","NCCU-TM025-CN-FM_Ryan",411,"M:","207","387","(...) TSK 那天 的 沒有 滷過 .",2475,2481
"229E9F7D70D00","NCCU-TM025-CN-FM_Ryan",412,"F:","208","388","(...) 真的 嗎 可 我 發覺 她 很 喜歡 滷 東西 .",2482,2493
"2E41CAC9ADE1E","NCCU-TM025-CN-FM_Ryan",413,"M:","209","389","(...) mhm .",2494,2496
"6869DF37CF90","NCCU-TM025-CN-FM_Ryan",414,"F:","210","390","(...) 我 知道 .",2497,2500
"30231E117FFF3","NCCU-TM025-CN-FM_Ryan",415,"F:","210","390","她 蒸魚 是 都 放 蠔油 ,",2501,2507
"1C0259FAD7C54","NCCU-TM025-CN-FM_Ryan",416,"F:","210","390","才 會 都 有 甜甜 的 味道 .",2508,2515
"BBF4DA6C2858","NCCU-TM025-CN-FM_Ryan",417,"M:","211","391","(.) 對 .",2516,2518
"115B439F757C8","NCCU-TM025-CN-FM_Ryan",418,"F:","212","392","(...) 可是 其實 蠔油 加 了 很多 ,",2519,2526
"22BD6376CEB53","NCCU-TM025-CN-FM_Ryan",419,"F:","212","393","(.) 有的沒的 說 ,",2527,2530
"21A6BC4466804","NCCU-TM025-CN-FM_Ryan",420,"F:","212","394","(...) 給 小朋友 吃 應該 不要 .",2531,2537
"CB9CEE145D0D","NCCU-TM025-CN-FM_Ryan",421,"F:","212","395","(...) 不要 用 蠔油 .",2538,2542
"329FD35FE0A99","NCCU-TM025-CN-FM_Ryan",422,"M:","213","396","(...) mhm .",2543,2545
"2BA15AD618076","NCCU-TM025-CN-FM_Ryan",423,"F:","214","397","(...) 可是 她 好像 ,",2546,2550
"31D2637CECA1C","NCCU-TM025-CN-FM_Ryan",424,"F:","214","397","從 以前 就 都 用 .",2551,2556
"360DA536DD2D8","NCCU-TM025-CN-FM_Ryan",425,"M:","215","398","(.) 對 啊 .",2557,2560
"237804712E974","NCCU-TM025-CN-FM_Ryan",426,"F:","216","399","(.) 都 習慣 用 蠔油 .",2561,2566
"191EC0A3DB9BB","NCCU-TM025-CN-FM_Ryan",427,"M:","217","400","(...) 可 這樣 蒸 的確 是 滿 好吃 的 .",2567,2576
"3620D20404AA9","NCCU-TM025-CN-FM_Ryan",428,"F:","218","401","(...) 我 比較 不 喜歡 甜 的 .",2577,2584
"EECAC29559B5","NCCU-TM025-CN-FM_Ryan",429,"M:","219","402","(...) <L3 hiou L3> .",2585,2589
"324DDB1D52234","NCCU-TM025-CN-FM_Ryan",430,"F:","220","403","(...) mhm .",2590,2592
"2600572B0B382","NCCU-TM025-CN-FM_Ryan",431,"F:","220","404","(...) 對 我 就 一直 覺得 很 奇怪 為 什麼 每次 吃 ,",2593,2605
"8F9AF62FF164","NCCU-TM025-CN-FM_Ryan",432,"F:","220","405","(...) 都 有 甜甜 的 味道 .",2606,2612
"156E65E80EEC3","NCCU-TM025-CN-FM_Ryan",433,"F:","220","406","(...) 我 本來 以為 是 放 香油 還 是 ,",2613,2622
"12F285E540E70","NCCU-TM025-CN-FM_Ryan",434,"F:","220","407","(.) 後來 想 說 應該 是 蠔油 .",2623,2630
"15149A18AB85D","NCCU-TM025-CN-FM_Ryan",435,"F:","220","408","(...) mhm= ?",2631,2633
"978814CEBDFC","NCCU-TM025-CN-FM_Ryan",436,"F:","220","409","(...) 簡## 有 回 那 個 耶 ,",2634,2641
"1808777D868DC","NCCU-TM025-CN-FM_Ryan",437,"F:","220","410","(...) 回家 .",2642,2644
