"","Turn","Speaker","Utterance","TurnSeq","IUSeq"
"473",196,"F1:"," (...) 就 在 那邊",196,473
"474",196,"F1:"," (.) 那 個 啊",196,474
"475",198,"F1:"," (.) [2表演2]",198,475
"476",199,"F2:"," [2表演2]",199,476
"477",198,"F1:"," (.) 就 說 妳 看",198,477
"478",198,"F1:"," (.) 我 夾 這麼",198,478
"479",198,"F1:"," (...) 這麼 大口",198,479
"480",198,"F1:"," (.) 哇",198,480
"481",198,"F1:"," (.) 好 好吃 喔",198,481
"482",199,"F2:"," (.) @@",199,482
"483",200,"F1:"," (.) 然後 吃 一 吃",200,483
"484",200,"F1:"," (.) 他們 就 出來 啊",200,484
"485",200,"F1:"," (...) 我 就 說",200,485
"486",200,"F1:"," (...) 沒關係",200,486
"487",200,"F1:"," (.) 我 的 <L3 ke a tiao L3> 我 明天 才 要 吃",200,487
"488",200,"F1:"," (...) 幫 我 留著",200,488
"489",200,"F1:"," (.) 我 明天 [要 吃]",200,489
"490",201,"F2:"," [妳 這樣] 講 喔",201,490
"491",202,"F1:"," (.) 對 啊",202,491
"492",202,"F1:"," (.) [2然後2] 她 就 說",202,492
"493",203,"F2:"," [2@@2]",203,493
"494",202,"F1:"," (...) 我們 老闆娘 就 說",202,494
"495",202,"F1:"," (.) 不 要 啦",202,495
"496",202,"F1:"," (.) 今天 就 把 它 吃 光光",202,496
"497",204,"F1:"," (...) 然後 妳 [明天]",204,497
"498",205,"F2:"," [你們 對話 好] 幼稚 [2喔2]",205,498
"499",206,"F1:"," [2對 啊2] 她 就 說",206,499
"500",206,"F1:"," (...) 啊 妳 明天 <L3 li li ma bo tang ho jia ((妳 也 沒 辦法 給 他 吃)) L3>",206,500
"501",206,"F1:"," (.) 我 才 想 說",206,501
"502",206,"F1:"," (.) eh",206,502
"503",206,"F1:"," (.) 我 明天 是",206,503
"504",206,"F1:"," (...) 休假",206,504
"505",207,"F2:"," (.) 喔 對 [耶]",207,505
"506",208,"F1:"," [對]",208,506
"507",208,"F1:"," (.) 那 我們 老闆 就 說",208,507
"508",208,"F1:"," (...) <L3 ji a li ming a zai lai ((姊姊 妳 明天 再 來)) L3>",208,508
"509",208,"F1:"," (.) <L3 wa bei ji bao ho li jia ((我 買 一 包 給 妳 吃)) L3>",208,509
"510",208,"F1:"," (.) [2@@2]",208,510
"511",209,"F2:"," [2@@@2]=",209,511
"512",209,"F2:"," (...) 好好 笑 喔",209,512
"513",210,"F1:"," (.) 對 啊",210,513
"514",210,"F1:"," (.) 她 說 要 買 一 包 給 我 吃",210,514
"515",210,"F1:"," (.) 叫 我 明天 去",210,515
"516",210,"F1:"," (...) 我 就 說 我 才 不 會 上當 呢",210,516
"517",211,"F2:"," (.) @@",211,517
"518",212,"F1:"," (.) 我 說 我 寧願 不 吃",212,518
"519",213,"F2:"," (.) 那 你們 明天 要不要 去 買 <L3 pe ke a L3> 啊",213,519
"520",214,"F1:"," (.) 看 爸爸 啊",214,520
"521",215,"F2:"," (...) 爸爸 你 要不要 載 媽媽 去",215,521
"522",216,"M:"," (.) <# 要 去 拿 東西 #>",216,522
"523",217,"F2:"," (.) han",217,523
"524",218,"F1:"," (.) 爸爸 說 明天 要 去 公司 拿 東",218,524
"525",218,"F1:"," (...) 去 工廠 拿 東西 <L3 li kumi tiam be ki ( (你 幾點 要 去) ) L3>",218,525
"526",219,"M:"," (...) <L3 za diam xi zap e sai ki ((十點 四十一 再 去) ) L3>",219,526
"527",219,"M:"," (...) <L3 yi za diam jia wum siong ban ((他 十點 才 有 上班)) L3>",219,527
"528",220,"F1:"," (...) 可是 我 明天 想 要 睡 到 自然 醒",220,528
"529",221,"F2:"," (...) 妳 睡 到 自然 醒 也 不 會 睡 到 多 晚 好不好",221,529
"530",222,"F1:"," (...) 也 八九 點 啊",222,530
"531",223,"F2:"," (...) 今天 張 啊",223,531
"532",223,"F2:"," (.) 去 那 個",223,532
"533",223,"F2:"," (.) 他 今天 晚上",223,533
"534",223,"F2:"," (.) 蹺課",223,534
"535",224,"F1:"," (.) 妳 說 他 去 哪裡 啊",224,535
"536",225,"F2:"," (.) han",225,536
"537",226,"F1:"," (.) 妳 說 他 去 哪裡 啊",226,537
"538",227,"F2:"," (.) 他",227,538
"539",227,"F2:"," (.) 因為 他們 今天 台中 要 撤櫃 啊",227,539
"540",227,"F2:"," (.) [還 是] 什麼 的",227,540
"541",228,"F1:"," [hm]",228,541
"542",229,"F2"," (.) [2他們2] 就是",229,542
"543",230,"F1:"," [2um2]",230,543
"544",229,"F2"," (.) 他們 一下班 就 要 去",229,544
"545",230,"F1:"," (.) um",230,545
"546",231,"F2:"," (...) 要 去",231,546
"547",231,"F2:"," (.) 幫忙",231,547
"548",231,"F2:"," (.) [要 去] 台中",231,548
"549",232,"F1:"," [um]",232,549
"550",232,"F1:"," (.) 那 他 沒有 去 上課 喔",232,550
"551",233,"F2:"," (...) 我 說",233,551
"552",233,"F2:"," (.) 他 被 人家 陷害 當 風紀 股長",233,552
"553",234,"F1:"," (...) hon",234,553
"554",235,"F2:"," (.) 要 登記",235,554
"555",235,"F2:"," (.) 他 說 反正 我 沒 去",235,555
"556",235,"F2:"," (.) 然後 啊",235,556
"557",235,"F2:"," (...) 啊 怎麼",235,557
"558",235,"F2:"," (.) 嗯",235,558
"559",235,"F2:"," (.) 他 說",235,559
"560",235,"F2:"," (.) 反正 我",235,560
"561",235,"F2:"," (.) 我 沒 去",235,561
"562",235,"F2:"," (.) 然後",235,562
"563",235,"F2:"," (...) 也 不 會 有 人 記 我",235,563
"564",236,"F1:"," (.) 喔",236,564
"565",236,"F1:"," (...) 跑去 台中 然後 又 趕 回來 喔",236,565
"566",237,"F2:"," (.) 對 啊",237,566
"567",237,"F2:"," (.) 而且 他 要 開車 耶",237,567
"568",238,"F1:"," (.) 誰",238,568
"569",238,"F1:"," (...) [2他 要 開 喔2]",238,569
"570",239,"F2:"," [2他 要 開 貨車2] 去 耶",239,570
"571",240,"F1:"," (.) 他 開 喔",240,571
"572",241,"F2:"," (.) 對 啊",241,572
"573",241,"F2:"," (...) 我 好 害怕",241,573
"574",241,"F2:"," (.) 我 說",241,574
"575",241,"F2:"," (...) 我 昨天 就 說",241,575
"576",241,"F2:"," (.) 啊 是 你",241,576
"577",241,"F2:"," (.) 我 說 是 誰 要 去",241,577
"578",241,"F2:"," (.) 你們 那 個",241,578
"579",241,"F2:"," (.) 你們 胖 司機 有 要 去 嗎",241,579
"580",241,"F2:"," (.) 他 說",241,580
"581",241,"F2:"," (.) 沒有",241,581
"582",241,"F2:"," (.) 胖 司機 跟 瘦 司機 都 沒有 要 去",241,582
"583",241,"F2:"," (.) 我 說",241,583
"584",241,"F2:"," (...) 那 是 誰 去",241,584
"585",241,"F2:"," (.) 他 說",241,585
"586",241,"F2:"," (...) 公司 的 人 那邊 會 開 一 台",241,586
"587",241,"F2:"," (.) [然後] 他們",241,587
"588",242,"F1:"," [um]",242,588
"589",241,"F2:"," (.) 倉庫 這邊",241,589
"590",241,"F2:"," (.) 會 開",241,590
"591",242,"F1:"," (.) um",242,591
"592",243,"F2:"," (.) 一 台",243,592
"593",243,"F2:"," (.) 我 說",243,593
"594",243,"F2:"," (.) 那 你 是 跟 誰 去",243,594
"595",243,"F2:"," (.) 他 說",243,595
"596",243,"F2:"," (.) 我 跟 組長 啊",243,596
"597",243,"F2:"," (.) 我 說",243,597
"598",243,"F2:"," (.) 那 誰 開車 啊",243,598
"599",243,"F2:"," (.) 他 說",243,599
"600",243,"F2:"," (.) 應該 是 我 [2開 吧2]",243,600
"601",244,"F1:"," [2他 組長2] 不 會 開 啊",244,601
"602",245,"F2:"," (.) 也 會",245,602
"603",245,"F2:"," (.) 可是 因為 他們 公司 有意 要 讓",245,603
"604",245,"F2:"," (...) 張",245,604
"605",245,"F2:"," (.) [就是]",245,605
"606",246,"F1:"," [um]",246,606
"607",245,"F2:"," (.) 就 一 個 禮拜 可能",245,607
"608",247,"F2:"," (.) 因為 他們 有 一 個 司",247,608
"609",247,"F2:"," (.) 他們 有 兩 個 司機 嘛 [2一 個2] 胖 的 是 跑 北",247,609
"610",248,"F1:"," [2um2]",248,610
"611",249,"F2:"," (.) [台北] 的",249,611
"612",250,"F1:"," [um]",250,612
"613",249,"F2:"," (.) 然後 瘦 的 是",249,613
"614",249,"F2:"," (.) 好像 都 會 要 跑 中南部",249,614
"615",249,"F2:"," (.) 就 跑 台中 桃",249,615
"616",249,"F2:"," (.) 竹苗 地區 的 那 種",249,616
"617",249,"F2:"," (...) 然後",249,617
"618",249,"F2:"," (...) 就是 因為 那 個 瘦 司機 好像 就 有 那 個",249,618
"619",250,"F1:"," (.) um",250,619
"620",251,"F2:"," (...) 等 一下 喔",251,620
"621",252,"F1:"," (...) 這 是 什麼 東東",252,621
"622",253,"F2:"," (...) 看 不 懂",253,622
"623",253,"F2:"," (.) 假 靈異 啊",253,623
"624",253,"F2:"," (...) 假 的 啦",253,624
"625",254,"F1:"," (.) hon",254,625
"626",255,"F2:"," (.) 然後 啊",255,626
"627",255,"F2:"," (.) 我 講到 哪裡",255,627
"628",256,"F1:"," (...) 妳 不是 說",256,628
"629",256,"F1:"," (.) 一 個 禮拜 怎麼樣",256,629
"630",256,"F1:"," (.) 要 叫 他 兩次 去 那邊 喔",256,630
"631",257,"F2:"," (.) 就是",257,631
"632",257,"F2:"," (.) 就是 因為 瘦 司機 就 有 反應 說 他 這樣 太 累",257,632
"633",258,"F1:"," (.) hon",258,633
"634",259,"F2:"," (.) 然後 就 好像 就 說 要 分 兩 天 給 那 個",259,634
"635",260,"F1:"," (.) um",260,635
"636",261,"F2:"," (...) 張",261,636
"637",262,"F1:"," (.) 那 他 不 就",262,637
"638",262,"F1:"," (.) 喔",262,638
"639",262,"F1:"," (.) 他 不 就 要",262,639
"640",262,"F1:"," (.) 我 覺得 還 是 不要",262,640
"641",263,"F2:"," (...) 錢 會 比較 多 耶",263,641
"642",264,"F1:"," (.) han",264,642
"643",265,"F2:"," (.) 錢 會 比較 多 耶",265,643
"644",266,"F1:"," (.) 啊 可是 開車",266,644
"645",266,"F1:"," (.) 我 覺得",266,645
"646",266,"F1:"," (.) 比較 危險 啊",266,646
"647",267,"F2:"," (.) 一定 是 啊",267,647
"648",267,"F2:"," (.) 可是",267,648
"649",267,"F2:"," (...) 他 要 怎麼 說 不要",267,649
"650",268,"F1:"," (...) hon 那 他 在 外面 不是 多 好",268,650
"651",269,"F2:"," (...) 然後",269,651
"652",269,"F2:"," (.) 反正 他 今 今天",269,652
"653",269,"F2:"," (...) 我 剛剛 下班",269,653
"654",269,"F2:"," (.) 我 在 等 你們 的 時候",269,654
"655",269,"F2:"," (.) 我 就 打給 他",269,655
"656",269,"F2:"," (.) 我 說",269,656
"657",269,"F2:"," (...) 啊 你 在 用 了 喔",269,657
"658",269,"F2:"," (...) 他 說",269,658
"659",269,"F2:"," (.) 對 啊",269,659
"660",269,"F2:"," (...) 我 說",269,660
"661",269,"F2:"," (...) 那",269,661
"662",269,"F2:"," (.) 開車 有沒有 很 恐怖",269,662
"663",269,"F2:"," (.) 他 說 有 一點",269,663
"664",269,"F2:"," (.) @@",269,664
"665",270,"F1:"," (.) hon",270,665
"666",271,"F2:"," (...) 因為 我 說",271,666
"667",271,"F2:"," (.) 我 昨天 就 跟 他 講 說",271,667
"668",271,"F2:"," (...) eh 開 貨車 跟 開 一般",271,668
"669",271,"F2:"," (.) 小 客車 不 一樣 耶",271,669
"670",272,"F1:"," (.) 對 啊",272,670
"671",272,"F1:"," (.) [其實] 貨車 應該 會 比較 好 開 耶",272,671
"672",273,"F2:"," [他 說]",273,672
"673",273,"F2:"," (...) 比較",273,673
"674",273,"F2:"," (.) [2看 得 比較 清楚2]",273,674
"675",274,"F1:"," [2因為 沒有 頭 啊2]",274,675
"676",274,"F1:"," (.) 對 呀",274,676
"677",274,"F1:"," (...) 可是 這樣 來回 很 累 耶",274,677
"678",275,"F2:"," (.) 對 啊",275,678
"679",275,"F2:"," (.) 所以 他們 會 補 一 天 假",275,679
"680",276,"F1:"," (.) hon",276,680
"681",276,"F1:"," (...) 啊 明天 休假 啊",276,681
"682",277,"F2:"," (.) 不 知道",277,682
"683",277,"F2:"," (.) 可以 讓 他 自己 選 的 樣子",277,683
"684",278,"F1:"," (.) hon",278,684
"685",279,"F2:"," (...) 我 想 說 這樣 也好",279,685
"686",280,"F1:"," (.) hm",280,686
"687",281,"F2:"," (...) 可是 他 說 回來 都 s- 三四 點 了",281,687
"688",282,"F1:"," (.) 回來 都 三四 點 了 喔",282,688
"689",283,"F2:"," (...) 他 說",283,689
"690",283,"F2:"," (.) [到 四 點]",283,690
"691",284,"F1:"," [到 四 點] 明天 還 要 上課 耶",284,691
"692",285,"F2:"," (.) 他 說 到 四 點",285,692
"693",285,"F2:"," (.) 才 有 一 天 假 可以 補",285,693
"694",286,"F1:"," (.) 那 他 明天 要 上課 怎麼 辦",286,694
"695",286,"F1:"," (...) 我 覺得 這樣 都 沒 沒 精神 上課 了",286,695
"696",287,"F2:"," (.) 妳 為什麼 不 說 他 明天 上班 怎麼 辦",287,696
"697",288,"F1:"," (...) 上班 是 還早",288,697
"698",288,"F1:"," (.) 是 先 上課 啊",288,698
"699",289,"F2:"," (...) 他 明天 好像 要",289,699
"700",289,"F2:"," (.) eh",289,700
"701",289,"F2:"," (.) 不是 明天",289,701
"702",289,"F2:"," (.) 是 後天 要 考試",289,702
"703",290,"F1:"," (...) 後天 要 考試 喔",290,703
"704",290,"F1:"," (...) 對 啊",290,704
"705",290,"F1:"," (.) 根本 就 沒 時間 看書",290,705
"706",291,"F2:"," (.) 沒 辦法 啊",291,706
"707",291,"F2:"," (...) 我們",291,707
"708",291,"F2:"," (.) 唉唷",291,708
"709",291,"F2:"," (...) 不要 鬧 了",291,709
"710",291,"F2:"," (.) @@",291,710
"711",291,"F2:"," (.) 妳 不要 睡 @@",291,711
"712",292,"F1:"," (.) 哇",292,712
"713",293,"F2:"," (.) 妳 這樣 我 要 跟 誰 講話 啊",293,713
"714",293,"F2:"," (.) @@@=",293,714
"715",294,"F1:"," (...) 怎麼 時間 過 得 這麼 慢 啊",294,715
"716",295,"F2:"," (...) 唉 唷",295,716
"717",296,"F1:"," (.) 哇",296,717
"718",296,"F1:"," (...) 被",296,718
"719",296,"F1:"," (...) 被 大姊 害慘 了",296,719
"720",297,"F2:"," (...) 嗯",297,720
"721",297,"F2:"," (...) 那 妳 講",297,721
"722",297,"F2:"," (.) 講",297,722
"723",297,"F2:"," (.) 講 一些 東西 啊",297,723
"724",297,"F2:"," (...) 我 一點 還 要 看 那 個",297,724
"725",298,"F1:"," (.) hm",298,725
"726",299,"F2:"," (.) 我 一點 還 要 看 那 個",299,726
"727",300,"F1:"," (...) 明天 早班 ne",300,727
"728",301,"F2:"," (.) 沒有 差 啊",301,728
"729",301,"F2:"," (...) 反正 我 三 點 多 還 會 再 起來 一 次",301,729
"730",301,"F2:"," (.) @@",301,730
"731",302,"F1:"," (...) 她 就 晚上",302,731
"732",302,"F1:"," (.) 沒有 啦",302,732
"733",302,"F1:"," (.) 那天 <L3 a be ((阿伯)) L3> 就 跟 她 講 說",302,733
"734",302,"F1:"," (.) 叫 她 晚上 不要 喝 太 多 水",302,734
"735",302,"F1:"," (.) 那 <L3 a go ((伯母)) L3> 就 說",302,735
"736",302,"F1:"," (.) ho",302,736
"737",302,"F1:"," (.) <L3 i - king kio i ai kiam lin a i i - king long li zo chio a L3>",302,737
"738",302,"F1:"," (...) 可是 她 還是",302,738
"739",302,"F1:"," (...) 可是 她 晚上 她 也 會 <# 沒 辦法 #>",302,739
"740",302,"F1:"," (...) 才 喝 一 小口 而已",302,740
"741",303,"F2:"," (.) um hm",303,741
"742",304,"F1:"," (...) 就 還是 要 起來",304,742
"743",304,"F1:"," (.) 我 覺得 很 奇怪 耶",304,743
"744",305,"F2:"," (.) 有 時候 不是 喝",305,744
"745",305,"F2:"," (.) 有 時候 不是 喝 多 喝 少",305,745
"746",305,"F2:"," (.) 是",305,746
"747",305,"F2:"," (.) 你 晚上",305,747
"748",305,"F2:"," (.) 你 可能 新",305,748
"749",305,"F2:"," (.) [身體]",305,749
"750",306,"F1:"," [習慣性]",306,750
"751",307,"F2:"," (.) 在 代謝 一些 東西 就 會 想 尿尿",307,751
"752",308,"F1:"," (.) 因為 她 平常 也 都 會 起來 比較 多",308,752
"753",309,"F2:"," (.) 她 每",309,753
"754",309,"F2:"," (.) 她 幾乎 每天 都 會 起來",309,754
"755",310,"F1:"," (.) 我 是 說",310,755
"756",310,"F1:"," (.) 還沒",310,756
"757",310,"F1:"," (.) 腳 還 沒 [2受傷 之前2]",310,757
"758",311,"F2:"," [2對 啊",311,758
"759",311,"F2:"," (.) 每天 都 會 起來2] 啊",311,759
"760",311,"F2:"," (...) 我 下",311,760
"761",311,"F2:"," (.) 我們 禮拜五 就要 去 看 那 個 耶",311,761
"762",312,"F1:"," (.) 禮拜五 喔",312,762
"763",313,"F2:"," (.) 演唱會",313,763
"764",313,"F2:"," (...) 哈哈哈哈",313,764
"765",313,"F2:"," (...) 雖然",313,765
"766",313,"F2:"," (.) 雖然 說 SOGO 這 幾天 很 好 啊",313,766
"767",314,"F1:"," (.) hm",314,767
"768",315,"F2:"," (...) 可是",315,768
"769",315,"F2:"," (.) 我們 這 個 月 跟 他們",315,769
"770",315,"F2:"," (...) 他們 現在 超過 我們 了 啦",315,770
"771",316,"F1:"," (...) 對 啊",316,771
"772",316,"F1:"," (.) [喔]",316,772
"773",317,"F2:"," [超]越 我們",317,773
"774",317,"F2:"," (.) 其實",317,774
"775",317,"F2:"," (.) 差 八萬 多 而已 啊",317,775
"776",318,"F1:"," (.) 啊 可是 它們 還 沒 到 啊",318,776
"777",318,"F1:"," (.) 它們 時間 還 沒 到 啊",318,777
"778",319,"F2:"," (.) 我們 也 還 沒 到 啊",319,778
"779",320,"F1:"," (.) 可是 它們",320,779
"780",320,"F1:"," (...) 不是 慢 很多 嗎",320,780
"781",321,"F2:"," (...) 沒有",321,781
"782",321,"F2:"," (.) 它",321,782
"783",321,"F2:"," (.) 它們 到 二十 號 我們 到 十九 號",321,783
"784",322,"F1:"," (.) 這樣 喔",322,784
"785",323,"F2:"," (.) SOGO 每 一 年 都 做 十二 天 而已 啊",323,785
"786",324,"F1:"," (.) hon",324,786
"787",324,"F1:"," (.) 對 啊 他們 天數 比較 少 啊",324,787
"788",325,"F2:"," (.) [對 啊]",325,788
"789",326,"M:"," [沒 腳 的 管理員]",326,789
"790",325,"F2:"," (...) 喔 這 個 我 看 過 了",325,790
"791",327,"F1:"," (...) <L3 li si gong hi lei a ((你 是 說 那 個 阿)) L3> 走 過去 那 個 嗎",327,791
"792",327,"F1:"," (...) 那 個 哪 是 沒有 腳 有 啊",327,792
"793",327,"F1:"," (...) [2他 沒有 腳 嗎2]",327,793
"794",328,"F2:"," [2還 沒 吧2]",328,794
