"","TurnSeq","Speaker","Utterance","IUSeq"
"524",253,"M:","(...) 陪 你 去 .",524
"525",254,"F:","(.) 我 真的 覺得 我 今年 是 怎樣 .",525
"526",254,"F:","(.) 我們 禮拜五 先 去 媽祖廟 拜個拜 [好 了] .",526
"527",255,"M:","[嗯] 好 啊 好 啊 .",527
"528",256,"F:","(.) 你 也 拜 吧 .",528
"529",257,"M:","(.) 嗯 .",529
"530",258,"F:","(.) 可是 我們 兩個 可以 一起 去 廟 嗎 .",530
"531",259,"M:","(.) 不行 喔 .",531
"532",260,"F:","(.) 我 不 知道 啊 .",532
"533",261,"M:","(.) 應該 OK 吧 .",533
"534",261,"M:","(.) 沒有 禁忌 吧 .",534
"535",262,"F:","(.) 以前 不是 說 情侶 不能 去 甚麼 廟 .",535
"536",262,"F:","(.) 喔 .",536
"537",262,"F:","(.) 呂洞賓 還 甚麼 的 .",537
"538",262,"F:","只有 那 個 對不對 .",538
"539",263,"M:","(.) 喔 .",539
"540",263,"M:","(.) 媽祖廟 應該 可以 吧 .",540
"541",264,"F:","(.) 你 可以 問 一下 你 媽 嗎 .",541
"542",265,"M:","(.) 她 應該 ,",542
"543",265,"M:","(.) 應該 <L3 毋 知影 ((不 知道)) L3> .",543
"544",266,"F:","(.) 你 媽 他們 那 一輩 比較 知道 .",544
"545",266,"F:","(.) 還是 我 問 我 爸 .",545
"546",267,"M:","(...) 問 你 爸 .",546
"547",268,"F:","(.) 嗯 .",547
"548",269,"M:","(.) 應該 還好 吧 .",548
"549",269,"M:","(.) 應該 沒有 這個 規定 .",549
"550",270,"F:","(...) 好 啊 .",550
"551",270,"F:","(.) 那 我們 禮拜五 就 去 媽祖廟 .",551
"552",271,"M:","(.) 嗯嗯 .",552
"553",271,"M:","(.) 你 也 好久 --",553
"554",271,"M:","(.) 你 也 說 [要 想 去] .",554
"555",272,"F:","[對 .",555
"556",272,"F:","(.) 要 趕快 去 媽祖廟] 想 去 就要 趕快 去 .",556
"557",273,"M:","(.) 嗯嗯 .",557
"558",274,"F:","(.) 這種 想法 .",558
"559",275,"M:","(.) 對 .",559
"560",276,"F:","(.) 就 禮拜五 .",560
"561",277,"M:","(.) 嗯 .",561
"562",278,"F:","(.) 禮拜五 我們 睡醒 就 去 媽祖廟 .",562
"563",279,"M:","(.) 嗯 .",563
"564",280,"F:","(.) 然後 ,",564
"565",280,"F:","(.) 去 看 房子 .",565
"566",281,"M:","(.) 嗯 .",566
"567",281,"M:","(.) 好 .",567
"568",282,"F:","(...) 嗯 .",568
"569",283,"M:","(.) 媽祖廟 你 說 在 這邊 [是 不是] .",569
"570",284,"F:","[松山 火車][2站2] .",570
"571",285,"M:","[2喔 喔2] .",571
"572",285,"M:","(.) 松山 火車站 .",572
"573",286,"F:","(.) 還有 另外 一家 啦 .",573
"574",286,"F:","[看] 是 要 去 這個還是 要去 西門町 那 一 個 .",574
"575",287,"M:","[嗯] ?",575
"576",288,"M:","(.) ha ?",576
"577",289,"F:","[西門町 那 一 個 是 百年] ,",577
"578",290,"M:","[你 說 饒河]夜市 外面 [2那 一 個 就是 媽祖廟2] .",578
"579",291,"F:","[2那 個 很 大2] 對 .",579
"580",292,"M:","(.) ha .",580
"581",292,"M:","(.) 那 個 我 不 知道 是 媽祖廟 耶 .",581
"582",293,"F:","(.) 那 個 是 媽祖廟 那 個 很 大 .",582
"583",294,"M:","(.) ha .",583
"584",295,"F:","(.) 然後 還 蠻 漂亮 的 .",584
"585",295,"F:","然後 西門町 那 個 是 很 久 .",585
"586",295,"F:","(.) 百年 的 媽祖廟 ,",586
"587",295,"F:","以前 我 不 知道 媽 --",587
"588",295,"F:","(.) 那 個 ,",588
"589",295,"F:","(.) 那 個 饒河 夜市 那 一 個 的 時候 我 都 去 西門町 的 .",589
"590",295,"F:","(.) [捷運 ,",590
"591",295,"F:","(.) 出去 沒 多久 (.) 就 到] 了 .",591
"592",296,"M:","[嗯嗯 .",592
"593",296,"M:","(.) 就 到 了 .",593
"594",296,"M:","(.) 對] .",594
"595",297,"F:","(.) 看 我們 要 去 哪 一 個 啊 .",595
"596",297,"F:","(...) 他們 都 是 媽祖廟 .",596
"597",298,"M:","(.) 好 啊 .",597
"598",298,"M:","(...) 那邊 可能 要 --",598
"599",298,"M:","(.) 如果 是 ,",599
"600",298,"M:","松山 可能 要 坐 公車 過 [2去2] .",600
"601",299,"F:","[2松山2] (.) 看 我們 要 騎 車 過 去 .",601
"602",299,"F:","還是 [怎樣] .",602
"603",300,"M:","[有] .",603
"604",300,"M:","(.) 有點 遠 耶 .",604
"605",301,"F:","(.) 松山 很 遠 嗎 .",605
"606",302,"M:","(.) [松山] .",606
"607",303,"F:","[忠孝] 東路 一直 開 就 到 了 .",607
"608",304,"M:","(...) 松山 .",608
"609",304,"M:","(.) 喔 .",609
"610",305,"F:","(.) 因為 [2那邊 沒有 捷運2] .",610
"611",306,"M:","[2好像 ,",611
"612",306,"M:","(.) 好像 是2] ,",612
"613",307,"F:","(.) 那 個 要 坐 計程車 .",613
"614",308,"M:","(.) 嗯 .",614
"615",309,"F:","(.) 或 坐 公車 .",615
"616",310,"M:","(.) [嗯] .",616
"617",311,"F:","[嗯] .",617
"618",311,"F:","(.) 好像 要 坐 計程車 比較 方便 .",618
"619",312,"M:","(.) 嗯 .",619
"620",313,"F:","(.) 再不然 就要 去 西門町 那 一 個 .",620
"621",314,"M:","(.) 嗯 .",621
"622",314,"M:","(...) 對 啊 ,",622
"623",314,"M:","(.) 西門町 會不會 (.) 比較 ,",623
"624",314,"M:","(.) 方便 一點 .",624
"625",315,"F:","(.) 嗯 .",625
"626",316,"M:","(.) 你 想 去 哪 一 個 .",626
"627",316,"F:","(.) 都 OK 啊 .",627
"628",317,"F:","(.) 我 兩 個 都 有 再 去 .",628
"629",318,"M:","(.) 嗯嗯 .",629
"630",318,"M:","(.) eh 你 上次 說 饒河 夜市 裡面 有 甚麼 好吃 啊 .",630
"631",319,"F:","(.) 你 為甚麼 又 要 問 我 吃 的 .",631
"632",320,"M:","(.) 上次 有 聽 到 說 你 ,",632
"633",320,"M:","(.) 講 到 甚麼 好吃 的 ,",633
"634",320,"M:","(.) 甚麼 .",634
"635",321,"F:","(.) 甘梅 薯條 .",635
"636",321,"F:","(.) 炸雞 啊 .",636
"637",322,"M:","(.) 啊 .",637
"638",322,"M:","(.) 炸雞 啦 .",638
"639",322,"M:","(.) 對 啦 .",639
"640",322,"M:","(.) 炸雞 .",640
"641",323,"F:","(.) 那邊 還有 賣 胡椒餅 .",641
"642",324,"M:","(.) 胡椒餅 喔 .",642
"643",324,"M:","(.) 我 不 喜歡 吃 .",643
"644",325,"F:","(.) 可是 我 有 帶 三顆 回來 .",644
"645",325,"F:","(.) 不 一樣 家 的 .",645
"646",326,"M:","(.) [喔] .",646
"647",327,"F:","[赤]肉 的 .",647
"648",327,"F:","(.) 沒有 肥 的 .",648
"649",327,"F:","## ## ## .",649
"650",328,"M:","(.) 那 你 不是 一直 在 吃 胡椒餅 .",650
"651",329,"F:","(.) eh 我 沒有 耶 .",651
"652",329,"F:","然後 所以 那 時候 我 來 台北 我 好 愛 胡椒餅 喔 .",652
"653",330,"M:","(.) 可是 我 覺得 還 好 沒有 那麼 好吃 .",653
"654",330,"M:","(.) 那 時候 在 ,",654
"655",331,"F:","(.) 可是 [那 個] 饒河 夜市 那 個 真的 很 好吃 .",655
"656",332,"M:","[##] .",656
"657",333,"F:","(.) 很 燙口 汁 還 會 [2流2] 出來 ,",657
"658",334,"M:","[2ha2] .",658
"659",334,"M:","(.) 你 是 說 ,",659
"660",334,"M:","(.) 胡椒餅 啊 .",660
"661",335,"F:","(.) 嗯 .",661
"662",336,"M:","(.) 對 啊 .",662
"663",337,"F:","(.) 我 說 胡椒餅 啊 .",663
"664",337,"F:","(.) 不然 你 在 講 甚麼 .",664
"665",338,"M:","(.) 剛剛 炸雞 啊 .",665
"666",338,"M:","(.) 還有 炸雞 .",666
"667",339,"F:","(.) 嗯 .",667
"668",340,"M:","(.) 嗯 .",668
"669",341,"F:","(.) 然後 [炸雞] 的 甘梅 薯條 很 好吃 .",669
"670",342,"M:","[還有] ,",670
"671",343,"M:","(.) 還有 他 的 甚麼 ,",671
"672",343,"M:","(.) shu- --",672
"673",343,"M:","(.) 嗯 ,",673
"674",343,"M:","(.) 藥膳 排骨 喔 .",674
"675",344,"F:","(.) [2我 都 沒有 吃 過2] .",675
"676",345,"M:","[2那 個 好像2] ,",676
"677",345,"M:","(.) 好像 ,",677
"678",345,"M:","(.) 好像 也 很 有名 .",678
"679",346,"F:","(.) 可是 我們 去 會 是 白天 耶 .",679
"680",347,"M:","(.) 嗯 .",680
"681",347,"M:","(.) 應該 沒有 沒有 開 ho .",681
"682",348,"F:","(.) 嗯 .",682
"683",348,"F:","(.) 就 剛好 不要 吃 .",683
"684",348,"F:","(.) 你 要 吃 藥膳 我 再 煮 那 個 雞湯 啊 .",684
"685",349,"M:","(.) 喔 .",685
"686",350,"F:","(.) 那 個 ,",686
"687",350,"F:","(.) 比 藥膳 好吃 吧 .",687
"688",351,"M:","(.) 嗯 .",688
"689",352,"F:","(.) 對 啊 .",689
"690",353,"M:","(.) 對 .",690
"691",354,"F:","(.) 還有 雞 啊 .",691
"692",354,"F:","(.) [你 可以 ###] ,",692
"693",355,"M:","[味 ,",693
"694",355,"M:","(.) 味道 多] .",694
"695",356,"F:","(.) 嗯 .",695
"696",356,"F:","(.) 我 再 來 煮 .",696
"697",356,"F:","然後 回去 我 要 帶上 來 也 可以 帶 .",697
"698",357,"M:","(.) 嗯 嗯 .",698
"699",358,"F:","(.) (.) 不然 去 西門町 我們 可以 吃 排骨 酥麵 .",699
"700",359,"M:","(.) @ 對 .",700
"701",359,"M:","(.) 現在 整個 話題 又 繞到 在 吃 [@@@=] .",701
"702",360,"F:","[@@@=]",702
"703",361,"M:","(.) 真的 離不開 吃 耶 .",703
"704",362,"F:","(.) 見鬼 了 .",704
"705",363,"M:","(.) 我 覺得 你 這邊 住 了 可能 不只 一 (.) 十 個 食神 了 .",705
"706",364,"F:","(.) 可是 我 這 陣子 真的 深深 的 感受 到 我 被 吃 困 ,",706
"707",364,"F:","(.) 困擾 著 .",707
"708",364,"F:","(.) 然後 增加 好多 壓力 .",708
"709",365,"M:","(...) 怎麼 會 [這樣] .",709
"710",366,"F:","[而且] 我 一直 覺得 ,",710
"711",366,"F:","就 像 今天 全良 講 的 ,",711
"712",366,"F:","(.) 他 說 我 在 瞎忙 .",712
"713",366,"F:","(.) 我 說 對 啊 .",713
"714",366,"F:","(.) 因為 那天 我們 有 一次 好像 [2有 聊過2] .",714
"715",367,"M:","[2他 今天 有 說2] 你 瞎 忙 .",715
"716",368,"F:","(.) 嗯 .",716
"717",368,"F:","(.) 我 就 說 ,",717
"718",368,"F:","(.) 因為 我們 有 聊過 .",718
"719",368,"F:","我 就 說 ,",719
"720",368,"F:","我 這 個 工 ,",720
"721",368,"F:","(.) 因為 他 有 問 過 我 的 工[作] .",721
"722",369,"M:","[喔] .",722
"723",368,"F:","(.) 那樣 .",723
"724",370,"F:","(.) 然後 ,",724
"725",370,"F:","(.) 我 就 有 跟 他 講 我 都 做 甚麼 甚麼 的 啊 .",725
"726",370,"F:","然後 ,",726
"727",370,"F:","(.) 他 ,",727
"728",370,"F:","(.) 還有 那 個 Annie ,",728
"729",370,"F:","(.) 以前 採購 那 個 Annie 都 說 是 瞎忙 .",729
"730",371,"M:","(.) 嗯 .",730
"731",372,"F:","(.) 我 說 真 的 .",731
"732",372,"F:","(.) 而且 感覺 沒有 那麼 有 成就感 .",732
"733",372,"F:",". .然後 [2沒有2] 專業度 .",733
"734",373,"M:","[2嗯2] .",734
"735",374,"M:","(.) 嗯 .",735
"736",375,"F:","(.) 但是 ,",736
"737",375,"F:","(.) 又 不 可以 或 缺 這樣子 的 人 .",737
"738",376,"M:","(.) 嗯 .",738
"739",377,"F:","(.) 然後 我 就 像 打雜 的 .",739
"740",378,"M:","(...) 秘書 就 像 打雜 的 .",740
"741",378,"M:","(.) 不是 嗎 .",741
"742",379,"F:","(.) 要 能文能武 .",742
"743",379,"F:","(.) 各 甚麼 都 要 會 就 對 了 .",743
"744",380,"M:","(.) 嗯 .",744
"745",381,"F:","(.) 啊 甚麼 都 不 通 嗎 .",745
"746",382,"M:","(.) 嗯 .",746
"747",383,"F:","(.) @@@ 都 不 精 .",747
"748",384,"M:","(.) 這 跟 我 ,",748
"749",385,"F:","(.) 甚麼 都 通 但是 又 不 精 .",749
"750",386,"M:","(.) 這 跟 我 以前 學校 學 的 一樣 .",750
"751",387,"F:","(.) 但是 我 覺得 我 食物 已經 快 要 變 ,",751
"752",387,"F:","(.) 快要 有 邁向 精 的 ,",752
"753",387,"F:","(.) 境界 了 .",753
"754",388,"M:","(.) 有 啊 你 很 精 啊 .",754
"755",388,"M:","(.) 對於 ,",755
"756",388,"M:","(.) 對 ,",756
"757",388,"M:","(.) 別人 來講 你 很 精 啊 .",757
"758",389,"F:","(.) 而且 我 發現 很多 台北人 都 還 不 像 我 這樣子 耶 .",758
"759",390,"M:","(.) 是 啊 .",759
"760",391,"F:","(.) 還 都 不 知道 耶 .",760
"761",392,"M:","(.) 是 啊 .",761
"762",392,"M:","(...) 我們 住 那麼 久 我們 也 不 知道 啊 .",762
"763",393,"F:","(.) 你 不 能 比 你 在 鄉下 啊 .",763
"764",394,"M:","(.) <L4 nani ga ((什麼 啊)) L4> @@[@@] ?",764
"765",395,"F:","[請問 中和] ,",765
"766",395,"F:","(.) 請問 中和 能 有 甚麼 .",766
"767",396,"M:","(.) 那 汐止 又 有 甚麼 .",767
"768",397,"F:","(.) 上次 那 個 ,",768
"769",397,"F:","(.) 那 個 ,",769
"770",397,"F:","(.) 琴 講 那 家 日本 料理 看起來 不錯 ,",770
"771",397,"F:","(.) 結果 ,",771
"772",397,"F:","(.) 網路 上 的 評價 有的 也 不好 啊 .",772
"773",398,"M:","(.) 啊 是 .",773
"774",399,"F:","(.) 對 啊 .",774
"775",400,"M:","(...) @",775
"776",401,"F:","(...) eh .",776
"777",401,"F:","我們 星期五 要 吃 甚麼 .",777
"778",402,"M:","(...) 你 不是 說 要 去 吃 那 個 ,",778
"779",403,"F:","(.) 日本 料理 .",779
"780",404,"M:","(.) 螃蟹 鍋 .",780
"781",405,"F:","(.) 要 那 時候 吃 嗎 .",781
"782",405,"F:","(.) 因為 ,",782
"783",406,"M:","(.) 還是 要 ,",783
"784",406,"M:","(.) 再 [冷] ,",784
"785",407,"F:","[還] 沒有 那麼 冷 啊 .",785
"786",408,"M:","(.) 嗯 .",786
"787",409,"F:","(.) 我們 可以 --",787
"788",409,"F:","(.) 不然 就是 ,",788
"789",409,"F:","(.) 我 想 說 如果 這樣子 我們 ,",789
"790",409,"F:","(.) 我們 可以 去 吃 日本 料理 嗎 .",790
"791",410,"M:","(.) OK 啊 .",791
"792",411,"F:","(.) 要 吃 三井 還是 要 吃 我 另外 找 一 間 新 的 .",792
"793",411,"F:","(.) #### .",793
"794",411,"F:","(.) 也 在 這裡 而已 .",794
"795",412,"M:","(.) 嗯 .",795
"796",413,"F:","(.) 也 是 套餐 然後 最 便宜 好像 一千六 .",796
"797",414,"M:","(.) 嗯 .",797
"798",415,"F:","(.) 跟 三井 一樣 .",798
"799",416,"M:","(.) 好 .",799
"800",417,"F:","(.) 你 覺得 要 吃 三井 還是 要 吃 那 個 .",800
"801",418,"M:","(...) 那 個 跟 三井 不是 差不多 .",801
"802",419,"F:","(.) 類似 那樣 ,",802
"803",419,"F:","沒有 menu 他 幫 你 配 .",803
"804",420,"M:","(.) 喔 .",804
"805",420,"M:","(.) 是 喔 .",805
"806",421,"F:","(.) 嗯 .",806
"807",421,"F:","(.) 那 那 間 好像 ,",807
"808",421,"F:","(.) 比較 小 間 我 也 沒有 去 過 .",808
"809",422,"M:","(.) 嗯 ?",809
"810",423,"F:","(.) 還是 要 保險 一點 .",810
"811",424,"M:","(.) 對 啊 .",811
"812",424,"M:","(.) 還是 你 要 ,",812
"813",424,"M:","(.) 要 去 吃 [三井] .",813
"814",425,"F:","[這 一 間 的] .",814
"815",426,"M:","(.) 對 啊 .",815
"816",427,"F:","(.) 這 一 間 比較 漂亮 .",816
"817",428,"M:","(.) 嗯 .",817
"818",429,"F:","(.) 本店 比較 沒有 那麼 漂亮 .",818
"819",430,"M:","(.) 嗯 .",819
"820",430,"M:","(.) 就 ,",820
"821",430,"M:","(.) 你 說 甚麼 ,",821
"822",430,"M:","(.) 和平 ,",822
"823",430,"M:","(.) 沒有 那 個 ,",823
"824",430,"M:","(.) 敦 ,",824
"825",431,"F:","(.) 就 那 個 富邦 大樓 [底下 啊] .",825
"826",432,"M:","[嗯嗯] .",826
"827",432,"M:","(.) 啊 .",827
"828",433,"F:","(.) 那 我們 要 吃 那 個 嗎 .",828
"829",433,"F:","還是 ,",829
"830",433,"F:","(...) 你 要 煮 給 我 吃 .",830
"831",434,"M:","(.) 我 --",831
"832",434,"M:","(.) 我 ,",832
"833",435,"F:","(.) 可是 因為 那天 我們 才 從 高雄 趕 回來 ,",833
"834",435,"F:","其實 根本 沒 辦法 [準備] .",834
"835",436,"M:","[對 啊] .",835
"836",436,"M:","(.) 我 --",836
"837",436,"M:","(.) 我 (.) 煮給 你 吃 .",837
"838",436,"M:","(.) [2你2] ,",838
"839",437,"F:","[2不2] 是 誰 說 你 很 會 煮 嗎 .",839
"840",438,"M:","(.) 誰 .",840
"841",439,"F:","(.) 那天 不是 誰 說 你 很 會 煮 嗎 .",841
"842",440,"M:","(.) @@@= 我 怎麼 很 會 煮 .",842
"843",441,"F:","(.) 可 那天 不 曉得 誰 有 說 你 會 煮 飯 .",843
"844",442,"M:","(.) 我 都 是 買 回來 [自己 #] .",844
"845",443,"F:","[誰 ,",845
"846",443,"F:","誰] 講 的 .",846
"847",443,"F:","(.) 我 忘 了 .",847
"848",443,"F:","(.) 思嘉 .",848
"849",443,"F:","(...) [2還是 誰2] .",849
"850",444,"M:","[2喔2] .",850
"851",445,"M:","(.) 思嘉 嗎 .",851
"852",445,"M:","(.) [還是 全良] .",852
"853",446,"F:","[還是 誰] .",853
"854",446,"F:","(.) 我 忘 了 就 有人 講 .",854
"855",447,"M:","(.) 那天 在 吃 伊犁 伊犁 的 時候 [2講 的2] 對不對 .",855
"856",448,"F:","[2是 嗎2] .",856
"857",449,"M:","(.) 好像 是 .",857
"858",450,"F:","(.) 啊 你 都 煮 甚麼 .",858
"859",451,"M:","(.) 我 都 煮 現成 的 啊 .",859
"860",452,"F:","(.) 我 整個 圓鱈 到 現在 我 也 沒 看到 啊 .",860
"861",452,"F:","(.) [凍]壞 了 吧 .",861
"862",453,"M:","[@]",862
"863",454,"F:","(.) 凍傷 [2了 吧2] .",863
"864",455,"M:","[2應該2] ,",864
"865",455,"M:","(.) 放 在 裡面 .",865
"866",456,"F:","(.) 你 幹嘛 不 煎 給 我 吃 .",866
"867",457,"M:","(.) 帶來 也 冷掉 了 .",867
"868",457,"M:","(.) 好 啦 我 煎 [啊] .",868
"869",458,"F:","[冷]掉 也 可以 吃 啊",869
"870",458,"F:","我 用 微波 熱 一 熱 就 好 了 .",870
"871",459,"M:","(.) 用 烤箱 可能 比較 好 .",871
"872",460,"F:","(.) 也 可以 啊 ,",872
"873",460,"F:","(.) 我 都 有 啊 .",873
"874",461,"M:","(.) 好 啊 .",874
"875",462,"F:","(.) 那 個 還 能 吃 嗎 .",875
"876",463,"M:","(.) 應該 不要 了 吧 .",876
"877",463,"M:","(.) 好 久 了 .",877
"878",464,"F:","(.) 你 問 一下 fish manager 好 [2了2] .",878
"879",465,"M:","[2三2] 個 月 .",879
"880",465,"M:","(.) 冷凍 三 個 月 .",880
"881",466,"F:","(.) 好像 超過 了 耶 .",881
"882",467,"M:","(.) 嗯 .",882
"883",467,"M:","(.) 之前 ,",883
"884",467,"M:","(.) 記 得 上次 特價 買 的 .",884
"885",468,"F:","(.) 上次 是 去年 的 事 了 吧 .",885
"886",469,"M:","(.) 去年 嗎 ?",886
"887",470,"F:","(.) @@",887
"888",471,"M:","(.) 有 那麼 [久 喔] .",888
"889",472,"F:","[就 年]初 的 感覺 .",889
"890",473,"M:","(.) 我 那 個 ,",890
"891",473,"M:","(.) 那 個 ,",891
"892",473,"M:","(.) 君悅 的 肉粽 都 可以 放 到 [2現在2] .",892
"893",474,"F:","[2拜託2] .",893
"894",474,"F:","我 去 yahoo 都 快要 七 個 月 了 .",894
"895",474,"F:","你 那 個 魚 沒有 三 個 月 .",895
"896",474,"F:","騙 誰 啊 .",896
"897",475,"M:","(.) 有 啊 有 超過 三 [個 月] --",897
"898",475,"M:","肯定 超過 .",898
"899",476,"F:","[對 啊] .",899
"900",477,"F:","(.) 你 都 ,",900
"901",477,"F:","(.) 已經 唸 很 久 了 [2耶2] .",901
"902",478,"M:","[2嗯2] .",902
"903",479,"F:","(.) 在 ,",903
"904",479,"F:","(.) 在 ,",904
"905",479,"F:","(.) 你 跟 我們 熱絡 之前 你 就 買 了 .",905
"906",480,"M:","(.) [嗯] .",906
"907",481,"F:","[然]後 跟 我們 在 這 在 這個 屋子 裡 很 熱絡 的 時候 ,",907
"908",482,"M:","(.) 喔 .",908
"909",483,"F:","(.) 多久 了 .",909
"910",484,"M:","(.) 啊 那 說 我 會 煮 ,",910
"911",484,"M:","(.) 我 只 ,",911
"912",484,"M:","(.) 我 只 燙 個 青 菜 ,",912
"913",484,"M:","(.) 燙 個 青菜 ,",913
"914",484,"M:","(.) 然後 ,",914
"915",484,"M:","煎 個 圓鱈 ,",915
"916",484,"M:","(.) 然後 ,",916
"917",484,"M:","(.) 然後 再 加個 水餃 ,",917
"918",484,"M:","(.) 這樣子 而已 ,",918
"919",484,"M:","(.) 都 亂湊 一通 啊 .",919
"920",484,"M:","(...) 啊 有 時候 會 煎 個 蛋 ,",920
"921",484,"M:","(...) 煎 個 培根 ,",921
"922",485,"F:","(.) 至少 還 會 煎 啊 .",922
"923",486,"M:","(.) 這 個 我 會 弄 啊 .",923
"924",487,"F:","(.) 真的 嗎 .",924
"925",488,"M:","(.) [對 啊] .",925
"926",489,"F:","[以後] 你 就 弄 早餐 給 我 吃 喔 .",926
"927",490,"M:","(.) 可以 啊 .",927
"928",490,"M:","(.) 你 敢 吃 的 話 .",928
"929",491,"F:","(.) 敢 啊 .",929
"930",492,"M:","(.) 真的 嗎 .",930
"931",493,"F:","(.) 你 有 看過 我 甚麼 不 吃 嗎 .",931
"932",494,"M:","(.) 嗯 .",932
"933",494,"M:","(...) 真的 敢 嗎 .",933
"934",494,"M:","(.) 而且 很 簡單 好不好 這個 .",934
"935",495,"F:","(.) 你 也 會 擺盤 嗎 .",935
"936",496,"M:","(.) 擺盤 嗎 .",936
"937",497,"F:","(.) 嗯 .",937
"938",498,"M:","(.) 這 個 我 可以 學 啊 .",938
"939",498,"M:","(.) [比較 沒有 那 個 設計感 有沒有] .",939
"940",499,"F:","[eh 你 ,",940
"941",499,"F:","(.) 你 如果 在 新竹 啊] ,",941
"942",499,"F:","你 是 要 找 套房 而已 還是 要 有 一 房 .",942
"943",499,"F:","(...) 跟 廚房 .",943
"944",500,"M:","(.) 最好 有 廚房 .",944
"945",501,"F:","(.) 我 覺得 你 如果 有 廚房 就 好 .",945
"946",501,"F:","你 應該 找 一 個 one bedroom .",946
"947",501,"F:","然後 ,",947
"948",502,"M:","(.) 嗯 .",948
"949",503,"F:","(.) 一 房 一 廳 跟 一 個 廚房 .",949
"950",503,"F:","[然後] 我 週末 就 去 住 .",950
"951",504,"M:","[這樣 比較 好] .",951
"952",503,"F:","(.) 然後 就 可以 ,",952
"953",503,"F:","(.) 弄 ,",953
"954",505,"M:","(.) 嗯 .",954
"955",506,"F:","(.) 那 或者 你 這 你 ,",955
"956",506,"F:","(.) 有 上 來 ,",956
"957",506,"F:","(.) 也 可以 上 來 .",957
"958",507,"M:","(.) 嗯 .",958
"959",508,"F:","(.) ## 嗯 .",959
"960",509,"M:","(.) 對 啊 .",960
"961",509,"M:","(.) 我 覺得 有 一 個 廚房 會 比較 好 .",961
"962",509,"M:","(.) 廳 是 ,",962
"963",509,"M:","(.) 還好 啦 一 廳 ,",963
"964",510,"F:","(.) <@ 可是 有 廚房 一定 有 廳 @> .",964
"965",510,"F:","通常 .",965
"966",510,"F:","(.) 不是 嗎 台灣 的 模式 [又 不 像 國外 這樣子] ,",966
"967",511,"M:","[客廳 啦 .",967
"968",511,"M:","(.) 一 廳 啦] .",968
"969",512,"M:","(.) 對 啊 .",969
"970",512,"M:","(.) 就 .",970
"971",513,"F:","(.) 對 啊 .",971
"972",514,"M:","(.) 叫 一 廳 .",972
"973",514,"M:","(.) [2廚房2] .",973
"974",515,"F:","[2就 一 個2] .",974
"975",515,"F:","(.) 一 個 房 的 啦 .",975
"976",516,"M:","(.) 嗯 .",976
"977",517,"F:","(.) 一 個 房 的 就是 有 一 廳 一 廚 跟 一 [個] 房 的 .",977
"978",518,"M:","[嗯] .",978
"979",519,"M:","(.) 這樣 會 比較 [2好2] .",979
"980",520,"F:","[2那 國外 還有2] ,",980
"981",521,"M:","(.) 而且 --",981
"982",521,"M:","油煙 也 不 會 跑 到 整個 ,",982
"983",521,"M:","(.) [屋] .",983
"984",522,"F:","[房間] .",984
"985",523,"M:","(.) 房間 都 是 .",985
"986",524,"F:","(.) 對 啊 .",986
